EVENT_ID,MUID,PUID1,CUID1,PUID2,CUID2,NOMATCH,GDCP_EVENT_TIME,TRACKING_TIME,X_EVENT,Y_EVENT,X_TRACKING,Y_TRACKING,SUBTYPE,FRAME_NUMBER,GDCP_EVENT_ID,NORECEIVER,XRec,YRec,RECFRM,EVALUATION,Goingright,PRESSURE,PRESSER,PRESSURE_RECEIVER,PRESSER_REC,Bypassed_Players,Bypassed_Defenders,xG,PENALTY,AssistTyp,DISTANCE,ANGLE,FREEKICK,FOOT,SPEED,PRESSURE_ON_SHOT,DEFENDERS,DISTANCE_GOALKEEPER,GK_INGOAL,Rotation,xPass,PossSpeed,PossAng,Dis_nearest_opp_rec,Dist_of_pass,Nearest_Defender_to_passing_lane,Angle_of_pass,OneTouch,Time_of_Possesion,BlockProb,Opp_Players_in_path,MIN_AVG_SPEED,MIN_VAR_SPEED,MIN_AVG_OWN_EVENT_SPEED,MIN_AVG_GOAL_DIST,MIN_VAR_GOAL_DIST,MIN_START_GOAL_DIST,MIN_BYPASSED_PLAYERS,MIN_BYPASSED_DEFENDERS,MIN_OWN_NONRECEIVED,MIN_ENEMY_NONRECEIVED,MIN_OWN_PRESSURE,MIN_ENEMY_PRESSURE,HFMIN_AVG_SPEED,HFMIN_VAR_SPEED,HFMIN_AVG_OWN_EVENT_SPEED,HFMIN_AVG_GOAL_DIST,HFMIN_VAR_GOAL_DIST,HFMIN_START_GOAL_DIST,HFMIN_BYPASSED_PLAYERS,HFMIN_BYPASSED_DEFENDERS,HFMIN_OWN_NONRECEIVED,HFMIN_ENEMY_NONRECEIVED,HFMIN_OWN_PRESSURE,HFMIN_ENEMY_PRESSURE,SEC_AVG_SPEED,SEC_VAR_SPEED,SEC_AVG_OWN_EVENT_SPEED,SEC_AVG_GOAL_DIST,SEC_VAR_GOAL_DIST,SEC_START_GOAL_DIST,SEC_BYPASSED_PLAYERS,SEC_BYPASSED_DEFENDERS,SEC_OWN_NONRECEIVED,SEC_ENEMY_NONRECEIVED,SEC_OWN_PRESSURE,SEC_ENEMY_PRESSURE,X_NEW,Y_NEW,GOALLINE_DISTANCE,GOAL_DISTANCE,Y_SIDE,X_DELTA,Y_CHANGE,GOAL_DIST_DELTA,Y_DELTA,XY_DELTA,TIME_DELTA,EVENT_SPEED,ReceiveInt
1.82065E+13,101,811,18,814,18,0,47:43.1,47:42.0,-3.9,-25.8,-4.3,-21.7,Pass,34696,1.82065E+13,FALSE,-6.11,-4.68,34733,successfullyComplete,FALSE,0.264,268,0.339,249,2,0,,,,,,,,,,,,,,0.965,1.24,42.86,6.98,18.27,6.37,75.8,1,0.24,0,2,16.152,2218.337,20.413,68.564,194.72,47.782,12,0,1,3,0.273,0.317,2.149,5.481,1.234,64.933,138.049,90.695,2,0,1,3,0.094,0.317,1.583,2.02,1.152,59.267,34.694,53.635,2,0,0,2,0.053,0.718,45.7,21.7,54.3,58.475,0,12.6,0,1.959,6.5,14.178,1.48,9.58,0
1.82065E+13,101,814,18,815,18,0,47:44.8,47:44.5,-3.6,-3.2,-3,-6.5,Pass,34759,1.82065E+13,FALSE,6.33,-7.94,34777,successfullyComplete,FALSE,0.616,249,0.098,249,0,0,,,,,,,,,,,,,,0.997,1.24,35.71,8.27,7.5,7.13,175.49,0,1.24,0,2,16.155,2218.254,20.417,68.876,182.743,62.426,12,0,1,3,0.29,0.317,2.173,5.099,1.377,63.651,135.579,90.695,2,0,1,3,0.152,0.317,1.7,1.842,1.38,58.288,33.498,53.635,2,0,0,2,0.147,0.718,47,6.5,53,53.397,0,1.3,0,-5.078,15.2,15.255,2.52,6.054,0
1.82065E+13,101,815,18,799,18,0,47:47.8,47:47.0,9.8,-12.7,9.5,-11.7,Pass,34821,1.82065E+13,FALSE,34.53,-22.58,34900,successfullyComplete,FALSE,0.712,271,0.383,271,0,0,,,,,,,,,,,,,,0.984,0.93,35.71,8.34,8.87,1.27,170.33,0,2,0,1,16.162,2218.051,20.427,67.75,220.95,72.742,10,0,1,3,0.288,0.317,2.161,5.088,1.356,58.258,69.186,66.046,2,0,0,3,0.177,0.317,1.505,1.103,1.537,55.984,65.094,53.635,2,0,0,1,0.227,0.833,59.5,11.7,40.5,42.156,0,12.5,0,-11.241,5.2,13.538,2.48,5.459,0
1.82065E+13,101,799,18,800,18,0,47:51.7,47:50.1,35.4,-24.7,34.1,-23,Pass,34901,1.82065E+13,FALSE,44.17,-0.63,34956,successfullyComplete,FALSE,0.374,271,0,,0,0,,,,,,,,,,,,,,0.998,1.24,39.29,21.4,22.84,2.43,121.43,0,0.88,0,1,16.248,2215.521,20.542,65.262,306.058,90.717,7,0,1,3,0.271,0.317,2.225,4.815,1.539,55.228,153.288,66.046,2,0,0,3,0.197,0.317,2.19,0.631,2.418,45.497,183.176,58.475,2,0,0,1,0.492,0.833,84.1,23,15.9,27.961,0,24.6,0,-14.195,11.3,27.071,3.19,8.486,0
1.82065E+13,101,800,18,807,18,0,47:53.1,47:54.4,43.1,13.8,42.9,9,Pass,35007,1.82065E+13,FALSE,34.5,24.96,35034,successfullyComplete,FALSE,0.095,271,0,,1,0,,,,,,,,,,,,,,0.998,1.24,39.29,15.91,20.44,10.91,55.73,0,2.2,0,0,17.19,2291.157,22.068,60.767,443.611,74.792,8,0,1,3,0.243,0.317,1.918,1.772,1.785,51.249,312.081,66.046,3,0,0,3,0.187,0.38,3.11,0.684,3.11,33.744,328.959,53.397,1,0,0,0,0.449,0,92.9,9,7.1,11.463,1,8.8,1,-16.497,32,33.188,4.25,7.809,0
1.82065E+13,101,807,18,244,6,0,47:58.0,47:59.0,33.2,25.1,34,28.5,Pass,35122,1.82065E+13,TRUE,,,,unsuccessful,FALSE,0.857,249,0,,0,0,,,,,,,,,,,,,,0.428,0,0,0,0,0,39.92,0,3.68,0,0,16.665,2198.145,21.097,59.207,461.329,74.792,8,0,2,3,0.277,0.317,2.025,2.329,2.02,49.702,312.433,66.046,3,0,1,2,0.243,0.478,4.013,0.539,4.013,24.036,124.132,27.961,1,0,1,0,0.442,0,84,28.5,16,32.684,1,8.9,0,21.221,19.5,21.435,4.6,4.66,1
1.82065E+13,101,244,6,240,6,0,48:03.7,48:03.2,-20.2,25.9,20.3,21.3,Pass,35227,1.82065E+13,FALSE,-41.21,4.75,35289,successfullyComplete,TRUE,0.529,810,0,,0,0,,,,,,,,,,,,,,0.999,1.24,46.43,25.07,24.33,25.23,142.5,1,0,0,0,16.403,2203.166,3.487,31.8,121.025,9.563,1,0,3,2,0.347,0.284,2.486,2.404,3.173,37.962,24.688,33.853,0,0,2,1,0.655,0.292,4.35,0.047,4.2,36.548,0,36.548,0,0,0,1,0.529,0.476,70.3,21.3,29.7,36.548,1,54.3,0,-30.768,7.2,54.775,4.2,13.042,0
1.82065E+13,101,240,6,244,6,0,48:06.4,48:07.5,-39.4,5.2,39,4.9,Pass,35336,1.82065E+13,FALSE,-31.24,19.19,35371,successfullyComplete,TRUE,0,,0,,0,0,,,,,,,,,,,,,,1,1.4,46.43,13.24,17.42,12.28,68.34,0,2.16,0,0,9.97,1234.351,3.595,29.33,152.531,9.563,1,0,3,2,0.304,0.277,2.5,2.717,3.277,30.691,272.876,43.484,0,0,1,1,0.454,0.324,4.383,0.041,4.275,24.295,300.28,36.548,0,0,0,1,0.264,0.857,89,4.9,11,12.042,1,18.7,0,-24.506,16.4,24.873,4.35,5.718,0
1.82065E+13,101,244,6,270,6,0,48:09.2,48:10.2,-26.9,20.3,28.7,18.7,Pass,35403,1.82065E+13,FALSE,-19.52,30.02,35435,successfullyComplete,TRUE,0.111,810,0.006,814,1,0,,,,,,,,,,,,,,0.998,1.4,39.29,16.52,17.39,15.29,53.96,0,1.52,0,0,9.967,1234.397,3.494,29.22,133.573,9.563,2,0,3,2,0.282,0.276,3.104,1.464,3.13,30.105,183.295,43.484,1,0,1,1,0.368,0.486,3.747,0.843,3.747,25.645,155.604,36.548,1,0,0,0,0.213,0,78.7,18.7,21.3,28.344,1,10.3,0,16.302,13.8,17.22,2.69,6.402,0
1.82065E+13,101,270,6,,,0,48:10.7,48:14.9,-19.7,31.8,12.6,29.8,OtherBallAction,35519,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2.742,4.312,3.609,31.08,153.328,9.563,2,0,3,1,0.254,0.243,3.8,0.765,3.97,31.189,226.677,36.548,1,0,0,1,0.16,0.509,3.893,1.107,3.893,29.402,320.865,12.042,1,0,0,0,0.037,0,62.6,29.8,37.4,47.82,1,16.1,0,19.477,11.1,19.556,4.64,4.215,0
1.82065E+13,101,814,18,807,18,0,48:14.2,48:14.7,-14.1,28.7,-12.6,30.8,Pass,35515,1.82065E+13,FALSE,-6.49,21.28,35550,successfullyComplete,FALSE,0.737,270,0.088,249,0,0,,,,,,,,,,,,,,0.946,0.78,42.86,3.55,11.64,3.08,160.58,0,2.36,0,1,2.616,4.482,1.852,51.246,317.364,66.046,3,0,1,3,0.281,0.254,3.36,2.412,2.872,36.806,463.127,42.156,1,0,1,0,0.555,0.16,2.88,4.845,-0.16,69.767,0,69.767,0,0,0,0,0.737,0.037,37.4,30.8,62.6,69.767,1,0,0,17.587,1,1,-0.16,-6.25,0
1.82065E+13,101,814,18,270,6,0,48:12.6,48:12.7,-15.2,28.1,-17.6,29.9,Ground,35464,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2.432,4.98,1.647,55.387,401.526,90.695,3,0,2,3,0.276,0.254,2.792,4.572,2.119,44.478,515.502,53.397,1,0,1,0,0.484,0.16,2.278,7.682,-1.105,71.842,8.614,69.767,0,0,0,0,0.368,0.16,32.4,29.9,67.6,73.917,1,5,0,4.151,0.9,5.08,-2.05,-2.478,0
1.82065E+13,101,807,18,796,18,0,48:16.9,48:17.1,-9.1,19.6,-7.2,17.7,Pass,35575,1.82065E+13,FALSE,-18.83,6.15,35596,successfullyComplete,FALSE,0.56,249,0.181,247,4,2,,,,,,,,,,,,,,0.768,0.93,10.71,2.3,17.04,2.17,62.86,0,1.36,0,3,2.502,5.141,1.765,53.333,309.395,66.046,7,2,1,3,0.281,0.254,3.015,5.307,2.378,45.945,646.452,27.961,5,2,1,0,0.437,0.16,2.318,7.876,0.743,67.853,52.036,69.767,4,2,0,0,0.432,0.037,42.8,17.7,57.2,59.876,1,10.4,0,-14.041,12.2,16.031,4.44,3.611,0
1.82065E+13,101,796,18,802,18,0,48:17.8,48:19.0,-20.4,10.5,-23.7,7.8,Pass,35622,1.82065E+13,FALSE,-49.07,15.47,35688,successfullyComplete,FALSE,0.927,247,0.323,270,0,0,,,,,,,,,,,,,,0.759,0.78,35.71,4.12,4.36,0.75,51.71,0,1.12,0,2,2.479,4.949,1.772,54.631,315.755,66.046,7,2,1,3,0.321,0.254,2.913,4.892,2.309,49.969,652.049,27.961,5,2,1,0,0.507,0.16,1.908,6.886,1.03,69.418,44.482,69.767,4,2,0,0,0.556,0.056,26.3,7.8,73.7,74.112,1,16.5,0,14.236,9.9,19.242,1.89,10.181,0
1.82065E+13,101,802,18,240,6,0,48:21.3,48:22.0,-50.6,17.8,-50.4,15.7,Pass,35697,1.82065E+13,TRUE,,,,unsuccessful,FALSE,0.397,270,0,,0,0,,,,,,,,,,,,,,0.104,0,0,3.52,20.45,0.31,107.62,0,0.64,0,6,2.242,3.111,1.845,57.395,425.9,66.046,7,2,2,3,0.326,0.282,2.895,4.884,2.281,60.491,886.79,11.463,5,2,2,0,0.51,0.16,1.96,6.999,1.424,75.858,240.758,69.767,4,2,1,0,0.524,0,-0.4,15.7,100.4,101.62,1,26.7,0,27.509,7.9,27.844,3,9.281,1
1.82065E+13,101,240,6,257,6,0,48:39.3,48:39.2,-45.2,1.5,45.4,-1.6,Pass,36128,1.82065E+13,FALSE,-29.57,-23.52,36225,successfullyComplete,TRUE,0,,0.017,810,0,0,,,,,,,,,,,,,,0.998,1.24,50,13.46,18.53,10.47,64.35,1,0,0,0,3.532,15.796,5.733,28.852,298.217,43.484,1,0,1,2,0.246,0.504,3.961,33.852,8.19,27.012,462.511,28.344,1,0,0,1,0.037,0.524,17.24,0,17.24,4.87,0,4.87,0,0,0,0,0,0,95.4,1.6,4.6,4.87,0,5,1,6.49,17.3,18.008,17.24,1.045,0
1.82065E+13,101,257,6,240,6,0,48:42.8,48:44.3,-27.4,-21.4,30,-23.6,Pass,36255,1.82065E+13,FALSE,-45.22,-6.8,36305,successfullyComplete,TRUE,0.393,810,0,,0,0,,,,,,,,,,,,,,0.999,1.24,42.86,22.41,22.99,2.78,136.9,0,3.6,0,1,3.898,16.248,6.367,26.76,251.014,36.548,1,0,0,2,0.172,0.528,5.161,31.73,8.987,27.875,468.2,47.82,0,0,0,1,0.131,0.655,11.16,73.933,11.16,17.903,339.678,4.87,0,0,0,0,0.196,0,80,23.6,20,30.935,0,15.4,0,26.064,22,26.854,5.08,5.286,0
1.82065E+13,101,240,6,244,6,0,48:46.7,48:47.7,-43.5,-3.6,43.2,-4.9,Pass,36341,1.82065E+13,FALSE,-35.76,8.37,36376,successfullyComplete,TRUE,0,,0,,0,0,,,,,,,,,,,,,,0.999,1.56,46.43,17.23,15.32,16.63,72.13,0,1.72,0,0,4.053,17.119,5.947,24.134,257.431,36.548,1,0,0,2,0.148,0.493,6.128,39.9,8.583,14.729,200.055,4.87,0,0,0,1,0.131,0.662,8.583,56.884,8.583,14.729,200.055,4.87,0,0,0,0,0.131,0,93.2,4.9,6.8,8.382,0,13.2,0,-22.553,18.7,22.89,3.43,6.673,0
1.82065E+13,101,244,6,240,6,0,48:50.5,48:51.9,-30,7.6,31.3,7.7,Pass,36444,1.82065E+13,FALSE,-44.49,-3.7,36489,successfullyComplete,TRUE,0.631,802,0,,0,0,,,,,,,,,,,,,,0.999,1.09,53.57,17.6,16.6,16.45,148.85,0,2.96,0,0,4.115,17.062,5.72,23.646,222.567,36.548,1,0,0,2,0.208,0.51,6.576,36.157,7.47,16.102,140.917,4.87,0,0,0,1,0.256,0.397,4.213,0.686,4.213,19.847,127.269,30.935,0,0,0,0,0.341,0,81.3,7.7,18.7,20.223,1,11.9,1,11.842,12.6,17.331,4.13,4.196,0
1.82065E+13,101,240,6,257,6,0,48:53.5,48:54.5,-44.4,-4.4,43.8,-5.5,Pass,36511,1.82065E+13,FALSE,-34.81,-25.57,36543,successfullyComplete,TRUE,0.307,802,0,,1,0,,,,,,,,,,,,,,0.998,1.24,50,14.65,19.82,11.91,58.62,0,1.16,0,0,4.01,17.198,5.381,21.939,220.953,36.548,2,0,0,2,0.219,0.58,6.51,36.769,6.51,14.54,117.901,4.87,1,0,0,0,0.266,0,3.41,0.533,3.41,12.298,47.114,8.382,1,0,0,0,0.313,0,93.8,5.5,6.2,8.288,0,12.5,1,-11.935,13.2,18.179,2.67,6.809,0
1.82065E+13,101,257,6,250,6,0,48:56.7,48:58.1,-32.1,-28.5,31.7,-29.5,Pass,36601,1.82065E+13,FALSE,-25.1,-31.97,36632,successfullyComplete,TRUE,0.59,810,0.595,812,2,0,,,,,,,,,,,,,,0.994,1.24,35.71,7.7,9.59,2.04,26.83,0,2.52,0,1,3.984,16.062,5.203,23.217,212.725,36.548,4,0,0,2,0.256,0.58,6.025,30.826,6.025,17.902,162.163,4.87,3,0,0,0,0.32,0,3.467,0.546,3.467,21.075,175.144,20.223,3,0,0,0,0.509,0,81.7,29.5,18.3,34.715,0,12.1,0,26.427,24,26.878,3.6,7.466,0
1.82065E+13,101,250,6,,,0,48:57.4,49:06.0,-27.1,-29.9,31.5,-34.1,OtherBallAction,36798,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4.189,18.218,5.571,23.441,219.886,12.042,4,0,0,1,0.203,0.524,6.29,26.18,6.29,20.887,197.495,4.87,3,0,0,0,0.274,0,5.74,9.159,5.74,36.755,8.323,34.715,2,0,0,0,0.295,0,81.5,34.1,18.5,38.795,0,0.2,0,4.08,4.6,4.604,7.88,0.584,0
1.82065E+13,101,812,18,,,0,49:00.0,49:00.3,-24.4,-32,-26.2,-32.4,OtherBallAction,36655,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.607,21.706,0.235,77.016,200.643,69.767,4,2,1,0,0.437,0.233,4.79,40.44,-5.71,82.802,0,82.802,0,0,0,0,0,0.274,2.514,25.061,-5.71,82.802,0,82.802,0,0,0,0,0,0.382,23.8,32.4,76.2,82.802,0,5.3,0,21.597,1.7,5.566,-5.71,-0.975,0
1.82065E+13,101,812,18,250,6,0,49:00.3,49:00.1,-26.3,-32.2,-25.9,-32.2,Ground,36651,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.397,21.221,0.177,77.792,171.418,69.767,4,2,1,0,0.374,0.233,4.239,38.119,-2.94,82.625,0.063,82.802,0,0,0,0,0,0.274,2.067,21.249,-2.94,82.625,0.063,82.802,0,0,0,0,0,0.382,24.1,32.2,75.9,82.448,0,0.3,0,-0.354,0.2,0.361,-0.17,-2.121,0
1.82065E+13,101,250,6,257,6,0,49:09.3,49:08.7,-30.6,-34,29.5,-34.2,Pass,36866,1.82065E+13,FALSE,-39.63,-30.72,36896,successfullyComplete,TRUE,0,,0,,0,0,,,,,,,,,,,,,,0,1.4,46.43,9.54,9.57,6.3,166.78,0,0.04,0,1,3.6,24.099,5.996,26.225,226.842,28.344,4,0,0,1,0.203,0.374,4.675,35.785,6.579,23.26,214.343,4.87,3,0,0,0,0.24,0,2.65,46.866,8.24,39.334,0.581,38.795,0,0,0,0,0,0,79.5,34.2,20.5,39.873,0,3.6,0,22.321,2,4.118,8.6,0.479,0
1.82065E+13,101,257,6,240,6,0,49:11.3,49:11.5,-43.4,-25.9,43.9,-28.4,Pass,36935,1.82065E+13,FALSE,-48.74,-13.06,36964,successfullyComplete,TRUE,0.132,810,0,,0,0,,,,,,,,,,,,,,0.999,1.24,39.29,15.18,17.37,13.58,111.05,0,1.76,0,0,3.604,24.091,6.003,26.295,227.223,47.82,3,0,0,1,0.205,0.374,3.227,16.321,4.769,26.282,160.377,30.935,3,0,0,0,0.257,0,6.413,10.14,6.413,35.905,35.562,38.795,0,0,0,0,0.044,0,93.9,28.4,6.1,29.048,0,14.4,0,-10.826,5.8,15.524,2.76,5.625,0
1.82065E+13,101,240,6,799,18,0,49:13.6,49:14.2,-50.2,-14.6,48.4,-15.5,Pass,37003,1.82065E+13,TRUE,,,,unsuccessful,TRUE,0.014,810,0,,0,0,,,,,,,,,,,,,,0.399,0,0,3.59,41.08,1.28,8.75,0,1.76,0,4,3.885,22.057,5.705,25.321,214.933,47.82,3,0,1,1,0.188,0.437,3.182,14.711,4.542,25.093,153.051,30.935,3,0,1,0,0.23,0,5.493,10.152,5.493,30.825,126.964,38.795,0,0,1,0,0.037,0,98.4,15.5,1.6,15.582,0,4.5,0,-13.465,12.9,13.662,2.73,5.005,1
1.82065E+13,101,799,18,800,18,0,49:20.4,49:20.3,22.1,-26,21.8,-20.2,Pass,37154,1.82065E+13,FALSE,41.11,3.64,37259,successfullyComplete,FALSE,0.605,268,0.055,268,0,0,,,,,,,,,,,,,,0.998,1.09,50,25.29,23.42,99.99,145.12,0,0.56,0,0,4.376,25.608,0.788,75.39,816.466,101.62,0,0,1,1,0.25,0.207,3.252,16.834,0.05,66.646,766.007,82.802,0,0,0,1,0.202,0.239,3.84,3.597,6.03,34.688,0,34.688,0,0,0,1,0.605,0.073,71.8,20.2,28.2,34.688,0,70.2,0,-49.729,4.7,70.357,6.03,11.668,0
1.82065E+13,101,800,18,814,18,0,49:24.3,49:24.5,42,4.6,42.7,3.3,Pass,37259,1.82065E+13,FALSE,-10.16,13.36,37366,successfullyComplete,FALSE,0.055,268,0.677,270,8,3,,,,,,,,,,,,,,0.458,0,0,3.93,41.42,0.62,3.32,0,0.52,0,3,4.463,25.457,1.09,51.987,1370.183,82.802,8,3,0,1,0.165,0.207,3.26,16.851,1.09,51.987,1370.183,82.802,8,3,0,1,0.165,0.174,5.12,1.656,5.12,21.35,355.833,34.688,8,3,0,0,0.33,0,92.7,3.3,7.3,8.011,1,20.9,1,-26.677,23.5,31.449,4.21,7.47,0
1.82065E+13,101,814,18,807,18,0,49:36.4,49:35.7,-25.8,26.8,-27.9,30.4,Pass,37539,1.82065E+13,FALSE,-16.59,28.34,37575,successfullyComplete,FALSE,0.596,270,0.179,249,0,0,,,,,,,,,,,,,,0.993,1.24,39.29,7.09,12.55,4.18,168.37,0,3.28,0,1,4.911,26.655,3.11,58.314,1227.782,82.802,8,3,0,1,0.251,0.207,6.2,10.224,7.143,42.107,1470.509,34.688,8,3,0,1,0.419,0.037,11.19,0,11.19,83.622,0,83.622,0,0,0,0,0.596,0,22.1,30.4,77.9,83.622,1,70.6,0,75.61,27.1,75.623,11.19,6.758,0
1.82065E+13,101,814,18,270,6,0,49:35.2,49:32.4,-26.9,23.7,-26,20.3,Ground,37458,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,4.402,29.021,2.053,61.706,1051.247,82.802,8,3,0,1,0.209,0.207,5.021,19.879,4.55,51.246,1314.45,34.688,8,3,0,1,0.314,0.037,4.057,52.002,4.057,56.766,1788.895,8.011,8,3,0,0,0.217,0,24,20.3,76,78.664,1,1.9,0,-4.957,10.1,10.277,-3.23,-3.182,0
1.82065E+13,101,807,18,815,18,0,49:40.3,49:37.4,-14.3,26.5,-16.4,28.8,Pass,37581,1.82065E+13,FALSE,-2.6,22.04,37625,successfullyComplete,FALSE,0.225,249,0,,0,0,,,,,,,,,,,,,,0.999,1.4,53.57,13.51,18.11,6.51,153.89,0,0.96,0,1,4.433,27.223,2.463,63.23,892.306,82.802,8,3,0,1,0.212,0.207,4.651,18.557,4.624,55.472,1075.136,34.688,8,3,0,1,0.296,0.049,4.293,52.279,4.293,78.221,31.759,83.622,0,0,0,0,0.274,0,33.6,28.8,66.4,72.377,1,9.6,0,-6.288,8.5,12.822,4.92,2.606,0
1.82065E+13,101,815,18,805,18,0,49:41.7,49:40.0,-3.5,20.7,-1.7,20.6,Pass,37648,1.82065E+13,FALSE,1.44,-14.31,37755,successfullyComplete,FALSE,0,,0.155,252,0,0,,,,,,,,,,,,,,0.998,1.09,28.57,14.57,29.87,6.95,99.15,0,1.04,0,1,3.576,16.385,2.489,62.283,772.011,82.802,8,3,0,1,0.185,0.23,3.91,16.262,4.298,55.503,860.114,34.688,8,3,0,1,0.247,0.073,3.887,35.511,3.887,72.579,148.501,83.622,0,0,0,0,0.205,0,48.3,20.6,51.7,55.653,1,14.7,0,-16.724,8.2,16.832,2.67,6.304,0
1.82065E+13,101,805,18,812,18,0,49:43.2,49:44.4,3.6,-11.7,1.3,-14.1,Pass,37758,1.82065E+13,FALSE,-8.95,-24.88,37817,successfullyComplete,FALSE,0.209,252,0,,1,0,,,,,,,,,,,,,,0.996,1.24,35.71,11.14,18.72,3.46,55.29,0,2.6,0,1,3.536,16.286,2.702,60.996,690.417,82.802,9,3,0,1,0.188,0.209,4.314,18.371,4.314,54.816,720.057,34.688,9,3,0,0,0.241,0,5.798,13.852,5.798,65.588,230.551,83.622,1,0,0,0,0.258,0,51.3,14.1,48.7,50.7,0,3,1,-4.953,34.7,34.829,4.41,7.898,0
1.82065E+13,101,812,18,,,0,49:44.7,49:49.1,-19.1,-23.7,-19.1,-19.9,OtherBallAction,37875,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.609,16.36,2.899,62.087,625.612,82.802,9,3,0,1,0.169,0.239,4.359,15.762,4.359,56.953,653.708,34.688,9,3,0,0,0.211,0,3.917,1.183,3.917,59.42,123.094,55.653,1,0,0,0,0.07,0,30.9,19.9,69.1,71.908,0,20.4,0,21.208,5.8,21.208,4.67,4.541,0
1.82065E+13,101,250,6,,,0,49:51.1,49:49.2,-21.1,-24.5,19.5,-20.1,OtherBallAction,37877,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.414,16.086,4.058,27.882,139.936,20.223,3,0,1,0,0.209,0.169,3.884,15.817,0.09,36.528,0,36.528,0,0,0,0,0,0.211,2.96,4.449,0.09,36.528,0,36.528,0,0,0,0,0,0.07,69.5,20.1,30.5,36.528,0,0.4,0,8.436,0.2,0.447,0.09,4.969,0
1.82065E+13,101,250,6,812,18,0,49:50.5,49:49.1,-20.2,-9.6,19.6,-20.8,Ground,37874,1.82065E+13,,,,,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,3.227,15.853,3.592,28.876,131.35,20.223,3,0,1,0,0.186,0.169,3.483,15.671,-0.02,36.681,0.047,36.528,0,0,0,0,0,0.211,2.342,5.247,-0.02,36.681,0.047,36.528,0,0,0,0,0,0.07,69.6,20.8,30.4,36.835,0,0.1,0,0.307,0.7,0.707,-0.13,-5.439,0
1.82065E+13,101,247,6,252,6,0,49:55.3,49:56.1,9.9,-23.9,-9.2,-14.6,Pass,38049,1.82065E+13,FALSE,20.04,-29.95,38083,successfullyComplete,TRUE,0.768,811,0.028,805,0,0,,,,,,,,,,,,,,0.964,1.24,32.14,6.04,16.32,2.11,46.91,0,5.8,0,3,3.418,17.518,4.066,36.544,158.854,34.715,2,0,1,0,0.188,0.169,3.51,18.298,2.32,44.779,196.734,36.528,0,0,0,0,0.256,0.172,2.907,12.34,2.32,44.779,196.734,36.528,0,0,0,0,0.256,0,40.8,14.6,59.2,60.974,0,28.8,0,24.139,6.2,29.46,7,4.209,0
1.82065E+13,101,252,6,250,6,0,49:58.3,49:59.1,21.2,-28.8,-20.2,-30.9,Pass,38124,1.82065E+13,FALSE,1.94,-29.7,38176,successfullyComplete,TRUE,0.629,812,0.403,802,0,0,,,,,,,,,,,,,,0.996,1.4,39.29,7.68,17.52,2.1,162.81,0,1.92,0,1,3.384,17.525,3.991,41.792,357.258,38.795,0,0,1,0,0.193,0.169,3.459,16.291,2.49,52.759,385.894,36.528,0,0,0,0,0.349,0.172,3.69,8.451,3.363,58.067,409.789,36.528,0,0,0,0,0.466,0,29.8,30.9,70.2,76.7,0,11,0,15.726,16.3,19.664,3,6.555,0
1.82065E+13,101,250,6,257,6,0,50:00.3,50:01.3,1.7,-29.2,-1.4,-30,Pass,38180,1.82065E+13,FALSE,-21.9,-18.84,38260,successfullyComplete,TRUE,0.54,802,0,,0,0,,,,,,,,,,,,,,0.99,0.93,53.57,9.79,11.45,1.18,123.93,0,0.96,0,1,4.062,12.255,3.798,43.761,347.499,38.795,0,0,1,0,0.231,0.211,3.349,14.795,2.442,54.11,298.548,36.528,0,0,0,0,0.387,0.172,4.083,6.521,4.083,65.729,90.796,60.974,0,0,0,0,0.646,0,48.6,30,51.4,59.514,0,18.8,0,-17.185,0.9,18.822,2.25,8.365,0
1.82065E+13,101,257,6,270,6,0,50:05.6,50:06.6,-22.6,-22.1,23.1,-12.7,Pass,38313,1.82065E+13,FALSE,-8.25,18.02,38413,successfullyComplete,TRUE,0,,0,,0,0,,,,,,,,,,,,,,0.996,0,7.14,18.4,24.93,12.24,72.08,0,2.68,0,0,3.911,11.417,3.512,42.756,367.828,39.873,0,0,1,0,0.231,0.211,3.419,5.22,2.92,50.05,337.762,36.528,0,0,0,0,0.323,0.108,3.52,2.544,3.52,55.32,564.325,76.7,0,0,0,0,0.39,0,73.1,12.7,26.9,29.747,0,24.5,0,-29.767,17.3,29.992,5.31,5.648,0
